date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:01:50	8212/8212	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Aug%202014%2003:31:48%20GMT	http://mtv.in.com/robots.txt		(from )
09:01:50	69939/69939	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:31:49%20GMT	http://mtv.in.com/getfit/	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/index.html	(from )
09:01:50	69939/69939	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:31:49%20GMT	http://mtv.in.com/getfit/index.php	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/index-2.html	(from http://mtv.in.com/getfit/)
09:01:51	15246/15246	---M-Z	200	added ('OK')	text/css	etag:%2210492d-3b8e-5016aa69858d9%22	http://mtv.in.com/getfit/resources/css/getfit.css?v=4	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/getfit7b30.css	(from http://mtv.in.com/getfit/)
09:01:51	18117/18117	---M--	200	added ('OK')	image/jpeg	etag:%2210468d-46c5-500f35414d161%22	http://mtv.in.com/getfit/resources/images/oglogo.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/oglogo.jpg	(from http://mtv.in.com/getfit/)
09:01:52	5128/5128	---M-Z	200	added ('OK')	text/css	etag:%22104580-1408-5011a16820982%22	http://mtv.in.com/getfit/resources/css/jquery.fancybox.css	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/jquery.fancybox.css	(from http://mtv.in.com/getfit/)
09:01:52	2447/2447	---M-Z	200	added ('OK')	text/css	etag:%2210457e-98f-500e00a95e6d4%22	http://mtv.in.com/getfit/resources/css/jquery.fancybox-buttons.css	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/jquery.fancybox-buttons.css	(from http://mtv.in.com/getfit/)
09:01:52	735/735	---M-Z	200	added ('OK')	text/css	etag:%2210457f-2df-500e00a970bcc%22	http://mtv.in.com/getfit/resources/css/jquery.fancybox-thumbs.css	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/jquery.fancybox-thumbs.css	(from http://mtv.in.com/getfit/)
09:01:52	1384/1384	---M-Z	200	added ('OK')	text/javascript	etag:%221045b3-568-500e00af5b62c%22	http://mtv.in.com/getfit/resources/js/jquery.mousewheel-3.0.6.pack.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.mousewheel-3.0.6.pack.js	(from http://mtv.in.com/getfit/)
09:01:54	49575/49575	---M-Z	200	added ('OK')	text/javascript	etag:%221045b1-c1a7-500f16b9e1873%22	http://mtv.in.com/getfit/resources/js/jquery.fullPage.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.fullPage.js	(from http://mtv.in.com/getfit/)
09:01:54	3041/3041	---M-Z	200	added ('OK')	text/javascript	etag:%221045ab-be1-500e00ae95e04%22	http://mtv.in.com/getfit/resources/js/jquery.fancybox-buttons.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.fancybox-buttons.js	(from http://mtv.in.com/getfit/)
09:01:55	3836/3836	---M-Z	200	added ('OK')	text/javascript	etag:%221045ad-efc-500e00aec53d4%22	http://mtv.in.com/getfit/resources/js/jquery.fancybox-thumbs.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.fancybox-thumbs.js	(from http://mtv.in.com/getfit/)
09:01:55	48706/48706	---M-Z	200	added ('OK')	text/javascript	etag:%221045ae-be42-500e00aee826c%22	http://mtv.in.com/getfit/resources/js/jquery.fancybox.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.fancybox.js	(from http://mtv.in.com/getfit/)
09:01:55	5305/5305	---M-Z	200	added ('OK')	text/javascript	etag:%221045ac-14b9-500e00aeb2af4%22	http://mtv.in.com/getfit/resources/js/jquery.fancybox-media.js	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/js/jquery.fancybox-media.js	(from http://mtv.in.com/getfit/)
09:01:59	20899/20899	---M--	200	added ('OK')	image/png	etag:%221045a8-51a3-500e00adf0594%22	http://mtv.in.com/getfit/resources/images/timer.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/timer.png	(from http://mtv.in.com/getfit/)
09:01:59	24750/24750	---M--	200	added ('OK')	image/gif	etag:%221045a4-60ae-500e00acbdb54%22	http://mtv.in.com/getfit/resources/images/status.gif	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/status.gif	(from http://mtv.in.com/getfit/)
09:02:05	93637/93637	---MC-	200	added ('OK')	text/javascript	date:Tue,%2013%20Nov%202012%2019:53:02%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	C:/My%20Web%20Sites/mtv%20get%20fit/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	(from http://mtv.in.com/getfit/)
09:02:31	237108/237108	---MC-	200	added ('OK')	text/javascript	date:Mon,%2029%20Oct%202012%2016:06:27%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.9.1/jquery-ui.min.js	C:/My%20Web%20Sites/mtv%20get%20fit/ajax.googleapis.com/ajax/libs/jqueryui/1.9.1/jquery-ui.min.js	(from http://mtv.in.com/getfit/)
09:02:31	202333/202333	---M--	200	added ('OK')	image/jpeg	etag:%2210460f-3165d-500efd06e31de%22	http://mtv.in.com/getfit/resources/images/ep1-bani.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep1-bani.jpg	(from http://mtv.in.com/getfit/)
09:02:50	323417/323417	---M--	200	added ('OK')	image/jpeg	etag:%2210492e-4ef59-50133374a651f%22	http://mtv.in.com/getfit/resources/images/intronew.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/intronew.jpg	(from http://mtv.in.com/getfit/)
09:02:56	316773/316773	---M--	200	added ('OK')	image/jpeg	etag:%22104617-4d565-500efd08a2dee%22	http://mtv.in.com/getfit/resources/images/ep2-bani.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep2-bani.jpg	(from http://mtv.in.com/getfit/)
09:03:07	220863/220863	---M--	200	added ('OK')	image/jpeg	etag:%22104619-35ebf-500efd0b00956%22	http://mtv.in.com/getfit/resources/images/ep4-bani.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep4-bani.jpg	(from http://mtv.in.com/getfit/)
09:03:19	298599/298599	---M--	200	added ('OK')	image/jpeg	etag:%22104618-48e67-500efd08f7196%22	http://mtv.in.com/getfit/resources/images/ep3-bani.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep3-bani.jpg	(from http://mtv.in.com/getfit/)
09:03:27	123027/123027	---M--	200	added ('OK')	image/jpeg	etag:%2210461c-1e093-500efd0bde436%22	http://mtv.in.com/getfit/resources/images/ep7-bala.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep7-bala.jpg	(from http://mtv.in.com/getfit/)
09:03:28	1535/1535	---M--	200	added ('OK')	image/png	etag:%2210458e-5ff-500e00aae5c8c%22	http://mtv.in.com/getfit/resources/images/arrow.png	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/arrow.png	(from http://mtv.in.com/getfit/)
09:03:28	14619/14619	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:27%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208728	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode5847.html	(from http://mtv.in.com/getfit/)
09:03:29	14643/14643	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:27%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208729	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisodec078.html	(from http://mtv.in.com/getfit/)
09:03:29	14544/14544	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:28%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208730	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode70be.html	(from http://mtv.in.com/getfit/)
09:03:29	14656/14656	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:28%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208731	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode47c4.html	(from http://mtv.in.com/getfit/)
09:03:29	14595/14595	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:28%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208732	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisodef749.html	(from http://mtv.in.com/getfit/)
09:03:30	14666/14666	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:29%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208733	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode3eb5.html	(from http://mtv.in.com/getfit/)
09:03:30	14627/14627	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:29%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208734	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisoded18d.html	(from http://mtv.in.com/getfit/)
09:03:30	14601/14601	---M-Z	200	added ('OK')	text/html	date:Tue,%2026%20Aug%202014%2003:33:29%20GMT	http://mtv.in.com/getfit/iframeEpisode.php?id=100208735	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/iframeEpisode7c15.html	(from http://mtv.in.com/getfit/)
09:03:34	19168/19168	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22104584-4ae0-500e00a9eb4bc%22	http://mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.eot	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.eot	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:37	19168/19168	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22104584-4ae0-500e00a9eb4bc%22	http://mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.eot?	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfontd41d.eot	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:41	23084/23084	---M-Z	200	added ('OK')	text/plain	etag:%22104587-5a2c-500e00aa3ecac%22	http://mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.woff	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.woff	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:42	276715/276715	---M--	200	added ('OK')	image/jpeg	etag:%2210461b-438eb-500efd0ba2efe%22	http://mtv.in.com/getfit/resources/images/ep6-bala.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep6-bala.jpg	(from http://mtv.in.com/getfit/)
09:03:45	318231/318231	---M--	200	added ('OK')	image/jpeg	etag:%2210461a-4db17-500efd0b531a6%22	http://mtv.in.com/getfit/resources/images/ep5-bala.jpg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/images/ep5-bala.jpg	(from http://mtv.in.com/getfit/)
09:03:45	41260/41260	---M-Z	200	added ('OK')	text/plain	etag:%22104586-a12c-500e00aa29104%22	http://mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.ttf	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.ttf	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:46	53311/53311	---M--	200	added ('OK')	image/svg+xml	etag:%22104585-d03f-500e00aa0feac%22	http://mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.svg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-bold-webfont_0-webfont.svg	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:51	19598/19598	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22104588-4c8e-500e00aa54c3c%22	http://mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.eot	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.eot	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:52	23352/23352	---M-Z	200	added ('OK')	text/plain	etag:%2210458b-5b38-500e00aaa8044%22	http://mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.woff	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.woff	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:52	53950/53950	---M--	200	added ('OK')	image/svg+xml	etag:%22104589-d2be-500e00aa71d14%22	http://mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.svg	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.svg	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:52	41604/41604	---M-Z	200	added ('OK')	text/plain	etag:%2210458a-a284-500e00aa8cac4%22	http://mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.ttf	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.ttf	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
09:03:55	19598/19598	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22104588-4c8e-500e00aa54c3c%22	http://mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfont.eot?	C:/My%20Web%20Sites/mtv%20get%20fit/mtv.in.com/getfit/resources/css/roboto-regular-webfont-webfontd41d.eot	(from http://mtv.in.com/getfit/resources/css/getfit.css?v=4)
